id,name
1163,torch makers (torciari)
1164,tornieri e sellari
1165,tornitori
1166,tornitori e lanternari
1167,tovagliari
1168,tracollari
1169,traghetto a ca' di dio
1170,traghetto a san cangiano
1171,traghetto ai barileri
1172,traghetto ai camerlenghi
1173,traghetto al ponte della paglia
1174,traghetto al ponte di rialto
1175,traghetto alla carita'
1176,traghetto alla fava
1177,traghetto alla giudecca
1178,traghetto alla maddalena
1179,traghetto alle due colonne di s. marco
1180,traghetto da mirano
1181,traghetto da s. marcuola
1182,traghetto da s. silvestro
1183,traghetto da s. toma'
1184,traghetto dei santi giovanni e paolo
1185,traghetto del buso
1186,traghetto del ghetto novo
1187,traghetto del ghetto vecchio
1188,traghetto della dogana da mar
1189,traghetto della pieta'
1190,traghetto della polesella
1191,traghetto della riva del carbon
1192,traghetto della trinita'
1193,traghetto di ca' dolfin
1194,traghetto di ca' mosto
1195,traghetto di cavarzere
1196,traghetto di legnago
1197,traghetto di lizza fusina
1198,traghetto di mestre e marghera
1199,traghetto di pordenone
1200,traghetto di portogruaro
1201,traghetto di rovigo
1202,traghetto di s. barnaba
1203,traghetto di s. benedetto
1204,traghetto di s. caterina
1205,traghetto di s. domenico al castello
1206,traghetto di s. felice
1207,traghetto di s. geremia
1208,traghetto di s. lucia
1209,traghetto di s. margherita
1210,traghetto di s. maria del giglio
1211,traghetto di s. maria formosa
1212,traghetto di s. sofia
1213,traghetto di vicenza
1214,traghetto di vigo di chioggia
1215,trainieri
1216,travasadori da oglio
1217,travasadori e portadori da vin
1218,tricolis et venditoribus olei
1219,trombettieri e suonatori a fiato
1220,trousseau makers (corredatori)
1221,trucchieri
1222,turners (tornari)
1223,ubrieri della regia zecca
1224,ufficiali di mare (confraternita)
1225,universita' dei fabbricanti
1226,universita' del pignolato e panno di lino
1227,universita' di por san pietro
1228,universita' di por san pietro e dei fabbricanti
1229,untori
1230,vaccinari
1231,vaiai e cuoiai
1232,vaiai e pellicciai
1233,vairari
1234,varoteri
1235,vasai
1236,vasariis
1237,vasellari
1238,vazineri
1239,vedrari
1240,veluderi
1241,velvet workers (vellutari)
1242,"venditori ambuanti di ciambelle, collazieri e scalettieri"
1243,venditori di frutta
1244,venditori di pesce nostrano
1245,venditori di pesci
1246,verdummari
1247,verieri
1248,vermicellari
1249,verreri
1250,vetrai
1251,vetrai e lanternai
1252,vetrari
1253,vetturali
1254,vetturali e gualcatori di panni
1255,vigaroli
1256,vignaioli
1257,vinattieri
1258,vino (mercanti)
1259,voltaroli da panni
1260,wax workers (arbitranti di cera)
1261,weavers (carieri)
1262,weavers (carreri e tessitori di fila)
1263,weavers of cloth (tessitori di tela)
1264,wool weavers (lanarii)
1265,wool-cloth shopkeepers (ambasciali)
1266,workers (li lavoratori)
1267,zappatori (confraternita)
1268,zavatteri
1269,zoccolari
